,building_name,building_price,building_beds,building_baths,redfin_estimates,building_location,property_type,property_size,property_story,walking_score,transit_score,bike_score,building_description,building_website
300,"""Unit at 84 Charles St""","""$799,000""","""1Bed""","""1Bath""",NA,"""New York,NY""","""Condo/Co-op""",NA,—,"""100""","""100""","""91""",NA,https://www.redfin.com/NY/New-York/84-Charles-St-10014/home/173636389
301,"""Unit at 322 W 72nd St""","""$1,145,000""","""2Beds""","""1.5Baths""",NA,"""New York,NY""","""Condo/Co-op""",NA,—,"""96""","""100""","""86""","""You have ARRIVED!  This lovely classic apartment is located in a Blum, George and Edward designed Pre-War full time elevator-doorman co-op in the heart of the Upper West Side. With only four units per floorprivacy awaits. As you enter the south-facing 2 bedroom, 1.5 bath apartment, you are greeted by a spacious entry foyer with coat closet. A gracious home accented by original refinished hardwood floors and beamed ceilings throughout can be found within. Both the expansive living room and well-proportioned bedrooms are flooded with afternoon light. The windowed kitchen is renovated with new appliances and fixtures, including: stove, refrigerator, microwave, dishwasher, quartz countertops and sink. With board approval, you could easily convert the 1/2 bath to a laundry spaceeven though there's a laundry room in the basement--along with a small gym  &  bike storage. The roof terrace is a spectacular place to relax or you could enjoy a leisurely walk through Riverside Park. Your choice!  Easy access to public transportation, shopping, parks, restaurants and myriad activities.""",https://www.redfin.com/NY/New-York/322-W-72nd-St-10023/home/173636388
302,"""Unit at 24 -75 38th St""","""$599,000""","""2Beds""","""1Bath""",NA,"""Queens,NY""","""Condo/Co-op""",NA,—,"""98""","""81""","""67""","""Come home to this truly remarkable, spacious, two bedroom, one bath apartment in the much sought after Astoria Lights Co-op. D2 features a beautiful living/dining room with an adjacent modern kitchen with exposed brick and top brand name appliances such as Fisher Paykel, Bosch and Bertazzoni stove and microwave, perfect to entertain your next gathering. From there, there is immediate access to 2 generous size bedrooms with tons of light and air. The gorgeous windowed bathrooms have marble mosaic floor tiles and European fixtures. Pre-war hardwood floors with mahogany inlay, traditional pre-war moldings and beautiful exposed brick walls add to the personality of this unit. An in unit washer and dryer, wall-through AC complete this gracious apt. D2 is a Phase One Sponsor sale that helped re-imagine Astoria Lights to present a sophisticated modern style combined with pre-war charm showcasing loft-style floor plans with a full package of amenities including a communal sky deck with movie night, a common garden courtyard with communal dining, gym, available bike and personal storage and additional building laundry facility. Astoria Lights has recently added a brand new lounge space and will be adding a playzone, co-working space, hammock grove, bocce court and available personal private cabanas, this is truly one-of-a-kind community that doesnt exist anywhere in the area. Lastly, you are just blocks from savoring everything Astoria has to offer: cuisines from around the world, local boutiques and shops, and a warm, vibrant community, truly unique in every way imaginable. Experience the best of Queens at Astoria Lights.""",https://www.redfin.com/NY/Long-Island-City/24-56-38th-St-11103/home/168943055
303,"""Unit at 50 Greenpoint Ave""","""$1,450,000""","""2Beds""","""2Baths""",NA,"""Brooklyn,NY""","""Condo/Co-op""","""1,030""","""7""","""95""","""78""","""92""","""Coveted Corner 2-Bedroom withTerrace: This spacious and sunny corner two-bedroom home features an open living area, premium craftsmanship and quality finishes. Wide plank oak flooring throughout, energy-efficient windows, with a custom designed kitchen featuring precision milled oak cabinetry. The Island countertop in the kitchen is form and function; Statuary Marble with ample cabinetry below, provides a spacious work space for the chef and pleasing breakfast bar for guests. State-of-the-art appliances include a Viking cooktop and oven, an under-counter wine refrigerator. A Liebherr refrigerator, and a Bosch dishwasher. paneled to blend seamlessly with the cabinetry. The master bathroom boasts floor-to-ceiling Italian Carrara marble walls and flooring, with beautiful accents. Walk-mounted Kohler toilet, polished chrome fixtures, with a mirrored personal sundry cabinet to complete this stunning master bath. The secondary bathroom welcomes guests to an inspired mix of stone and tile, an elegant custom built vanity, adding beauty and functionality, along with innovative details like a internal shower rod and full-height mirrored sundry cabinet, fully illuminated, all complemented with Hansgrohe polished chrome hardware. An intimate 7-story building with just 44 residences, 50 Greenpoint is the perfect place to call home. The building amenities include a large attended lobby, comfortable lounge with fireplace, Kid's playroom, pet spa, bike room, fitness center, landscaped roof deck with gas BBQs, and private parking. Walking distance to East River waterfront and Greenpoint's main shopping area, 50 Greenpoint is just minutes from Manhattan and only moments from Williamsburg and Long Island City.""",https://www.redfin.com/NY/Brooklyn/50-Greenpoint-Ave-11222/home/143742138
304,"""Unit at 364 Harman St""","""$525,000""","""1Bed""","""1Bath""",NA,"""Brooklyn,NY""","""Condo/Co-op""",NA,—,"""99""","""98""","""88""","""* Sponsor offering to pay one year of taxes on offer at asking price! *   Welcome to 364 Harman, a sophisticated, amenity rich 16-unit condominium located in central Bushwick. Offering Studio, 1-bedroom and 2-bedroom apartments in a variety of layouts, the dynamically designed units display high ceilings, beautiful oak floors and oversized windows. Other amenities at 364 Harman include a fitness center, a furnished rooftop with city views, common bike storage and oversized elevator. Parking is available for additional purchase. Apartment 2C is a well laid-out 574 sqft 1-bedroom, 1-bathroom unit. With warm, light oak floors throughout, the open kitchen boasts a center island with quartz stone countertops surrounded by cabinetry with elegantly lacquered finishes. The stainless steel LG refrigerator accompanies a suite of Whirlpool appliances: dishwasher, gas range and microwave. The apartment comes with ample closet space and an abundance of northwestern sunlight highlighting the sweeping high ceilings. The oversized bathroom, with Grohe fixtures and towel rack is tastefully designed, giving a spa-like feel, highlighted by Edison lights. The apartment includes a built in bluetooth speaker system, Mitsubishi air conditioners for heating and cooling and washer/dryer hook ups next to a 48 gal water heater. Enjoy the stillness and peace this unit provides with double pane, Anderson 200 Series windows. Located between Wyckoff and Irving Avenues, residents are central to the art and caf culture that Bushwick is known for. Restaurants abounding, choose from the multitude of different world cuisines, bars and breweries - all nearby. The Bushwick Farmers Market meets in Maria Hernandez Park, within minutes from your doorstep. Two train stations are conveniently equidistant and close by: the L train at DeKalb Ave and M train at Knickerbocker Ave. Please contact the sales team for more information or to schedule a private appointment. The complete terms are in an offering plan available from the Sponsor File No. CD 190123. Equal Housing Opportunity. Taxes reflect condominium tax abatement which is eligible for primary residence.""",https://www.redfin.com/NY/Brooklyn/364-Harman-St-11237/home/170123538
305,"""72-24 72nd Pl""","""$708,000""","""3Beds""","""3Baths""",NA,"""Glendale,NY""","""Multi-Family (2-4 Unit)""","""1,258""","""2""","""80""","""58""","""68""","""Welcome to Glendale - New to the Market!  1 Family with Detached 1 Car Garage for Sale in the Heart of Glendale.  Convenient location near Shopping/Schools/Local and Express Buses and Transportation.  This fully renovated 3 Bedroom/3Bath home offers an Oversized Living Room and Formal Dining Room, Big Renovated Eat-in-Kitchen with Breakfast Nook, Hardwood Cabinets, Stainless Steel Appliances, (includes Kitchen Aid Double Door Oven, Bottom Door Freezer, and Bath on the 1st Floor. The 2nd level offers Three Bedrooms including a King Size Master Bedroom, Full Bath with Bathtub and separate Bidet.  The lower level offers space for a Home Office/Family Room, Bath, Laundry Room, Storage, Separate Hot Water Heater,  Kitchen Door leads out to a Backyard Patio with Detached 1 Car Garage.  Amenities include: Pella and Andersen Windows, Fredrich AC's, Skylights, Ceiling Fan, Plenty of Closets, Updated Roof, Hardwood & Ceramic Tile Floors, New Base Moldings, Recessed lights.  A Must See!""",https://www.redfin.com/NY/Flushing/72-24-72nd-Pl-11385/home/20880393
306,"""102-40 James Ct""","""$859,000""","""6Beds""","""4Baths""","""$839,553""","""Howard Beach,NY""","""Multi-Family (2-4 Unit)""","""1,960""","""2""","""34""","""51""","""38""","""Great Investment! Beautiful 2 Family Semi-Detached home. Each apartment on its own floor, each with 3 Br/1.5 Baths (including the master suite). Eat-in Kitchens have Stainless Appliances and Granite Countertops. Hardwood Floors Throughout, Large Windows, Beautiful Bathrooms, Private Driveway. A Few Blocks To the JFK A Train/Airtrain Station, 2 Blocks To Q11 Bus Stop. Must see!""",https://www.redfin.com/NY/Howard-Beach/102-40-163rd-Dr-11414/home/21692851
307,"""75-20 Bell Blvd Blvd Unit 4G""","""$258,000""","""1Bed""","""1Bath""","""$255,330""","""Oakland Gardens,NY""","""Condo/Co-op""",NA,—,"""79""","""58""","""71""",NA,https://www.redfin.com/NY/Oakland-Gardens/75-20-Bell-Blvd-11364/unit-4G/home/21692175
308,"""Unit at 160 Leroy St""","""$4,995,000""","""2Beds""","""2.5Baths""",NA,"""New York,NY""","""Condo/Co-op""","""1,728""","""13""","""98""","""100""","""94""","""A show-stopping collaboration between Ian Schrager and Herzog  &  De Meuron, 160 Leroy is arguably the most iconic addition to the West Village waterfront. North 10C is the highest floor offered of this incredible two-bedroom layout and is ready for its new owner. Upon entering the 1,728 square foot home, you are immediately taken by the 11-foot ceilings, 12-inch wide Scandinavian Larch wood floors, and the glass wall of windows. It is immediately apparent that this home is unlike any other property offered in Manhattan. The entry features a beautifully designed powder room with a floating marble vanity and custom Corian sink finished with brushed copper fixtures and beautiful lighting. Off the long entry hall is where both generously proportioned bedrooms are located. Each bedroom faces north with full en-suite bathrooms and custom-built closets. The dramatic primary bedroom fits king sized furniture and features a stunning 5 fixture marble bathroom. The living room is dripping with wow factor that will take your breath away. The floor-to-ceiling windows on all three sides offer views in every direction, featuring the Empire State Building, Hudson River, and sweeping views across the village. Off of the living room, your private terrace awaits you which is nearly 200 square feet. Enjoy your coffee and evening sunsets with northern, eastern, and southern exposures. The kitchen is a custom designed, Bulthaup Kitchen with Scandinavian Larch wood cabinets and hand selected Sivec marble slab, countertops, and backsplash. The appliances include a Sub-Zero refrigerator/freezer, Wolf oven, Gaggenau cooktop, Miele dishwasher, Sub-Zero wine refrigerator, Wolf coffee/espresso machine, and a Wolf steam oven. 160 Leroy is a full-service building with a 24-hour doorman and concierge, cobblestone porte-cochere, spa with 70-foot pool, whirlpool, fitness center, yoga/Pilates studio, steam room, sauna, massage room, children's playroom, and clubhouse with catering kitchen.""",https://www.redfin.com/NY/New-York/160-Leroy-St-10014/home/167254795
309,"""Unit at 184 Kent Ave""","""$1,750,000""","""2Beds""","""2Baths""",NA,"""Brooklyn,NY""","""Condo/Co-op""","""1,018""","""7""","""95""","""90""","""88""","""Dripping with style, this custom designed residence is a standout in Austin Nichols House, Williamsburg's premiere condominium building. This expertly designed home is an over-sized one bedroom with a large home office/den that offers a flexible layout that can easily be used as a second bedroom. Upon entering the home, you are struck with its high end design. A gracious foyer leads you down a corridor that opens up to a massive living, kitchen and dining area. The dining area was re-designed and outfitted with banquet seating, built in storage, custom upholstery and a wall of leather tiles. This open concept space redefines loft-living and is pronounced by 12 foot ceilings and original exposed beams. From the living room and out onto the private terrace, large enough to fit a dining and lounging area, enjoy sweeping Manhattan, river and bridge views and front row seat to the ever changing downtown NYC skyline. The open Chefs kitchen with breakfast bar comes equipped with a fully integrated Smart tech Dacor refrigerator, Bertazzoni four-burner gas stove, Sharp microwave oven and Asko dishwasher; this is the ideal layout for entertaining and for the discerning chef. The white matte-lacquered custom cabinets, brushed Caesarstone concrete countertops, hand-painted Japanese Kyoto backsplash, custom pendant lights and Kohler purist chrome fixtures enhance the art and beauty of your culinary experience. Off of the living room is a massive master bedroom suite with a spa inspired bathroom and a dressing area complete with a floor-to-ceiling mirror and custom California Closets. The home office is inspired by the buildings raw loft like touches is separated by steel barn style doors which expertly close off the room for privacy while also allowing an abundance of natural light to flow through. Across from the home office is another full bathroom with deep soaking tub and in-unit stacked Asko washer/dryer. The home enjoys 5 closets , all which have been expertly designed and customized through California Closets, central heating/cooling controlled by a NEST thermostat, motorized shades with blackouts in the bedroom and the most beautiful herringbone white oak floors throughout the entire residence. Built in 1915 as a Grocery Trade, then later converted into a Bourbon distillery, Austin Nichols House has been expertly preserved and converted into a beacon of contemporary loft living. Situated in prime Williamsburg, Austin Nichols House is one of only a few landmarked buildings nestled along the Brooklyn Waterfront offering Manhattan Skyline views, tranquil outdoor space and the North Williamsburg Ferry Landing located outside of the buildings front door. Boasting over 30,000 square feet of amenity space, residents enjoy a waterfront gym, children's playroom, landscaped courtyard and roof deck, residents lounge with catering kitchen, co-working spaces, movie theatre, music rehearsal room, zen garden with firepit, and building garage. This is unlike any living experience New York has ever seen. This is not a sponsor sale  &  private storage is included. AmenitiesBike Room; Garage; Courtyard; Garden; Fitness Room; Laundry Room; Nursery; Lounge; Roof Deck; Cold Storage; Private Storage; WiFi; Business Center; Abundant ClosetsBreakfast AreaCentral Air ConditioningCity ViewCold StorageConcierge ServiceDining AreaDishwasherEat-In KitchenElevatorEntry FoyerFitness FacilityFloor To Ceiling WindowsGarageGarbage DisposalHardwood FloorsHigh CeilingsLaundry RoomLive-in SuperPackage RoomPart Time DoormanPrivate StorageRiver ViewRoof DeckSkyline ViewTerraceVirtual DoormanWalk In ClosetWasher DryerWaterfront PropertyWater viewWheelchair AccessCourtyardElevatorFitness FacilityFull serviceGarageGardenLaundry RoomNew DevelopmentRoof Deck""",https://www.redfin.com/NY/Brooklyn/184-Kent-Ave-11249/home/146394745
310,"""Unit at 44 -27 Purves St""","""$1,100,000""","""2Beds""","""2Baths""",NA,"""Queens,NY""","""Condo/Co-op""",NA,—,"""96""","""100""","""83""","""Looking for a Boutique Building. Purves will be your place. Located on the 6th floor this beautiful two bedroom, two bathroom is ready to move in and very well priced. Recently painted, the apartment features 9.5' ceilings, with approximately 1020sf with great layout and generous bedrooms with nice Brazilian hardwood floors. The bathrooms boast marble finishes with double sinks, an oversized soaking tub, a glass enclosed shower with heated floors. The open kitchen has the top of the line GE profile stainless steel appliances, dark stone countertop, overhead wine built-in wine rack, Bosh W & D. 44-27 Purves is a 15-story boutique condominium with a full-service doorman, cold storage, rooftop deck with gorgeous wrap-around views, fitness room, sauna, children's playroom, bicycle room, lounge, and private storage. The entire building is wirelessly connected and is FiOS ready. One stop into Manhattan on the E or V train. Building amenities include a full-time doorman, lobby with Fresh Direct cold storage, huge roof deck, fully-equipped gym with a sauna, bike room, and social room.""",https://www.redfin.com/NY/Long-Island-City/44-39-Purves-St-11101/home/173635714
311,"""Unit at 79 W 12th St""","""$1,000,000""","""1Bed""","""1Bath""",NA,"""New York,NY""","""Condo/Co-op""",NA,—,"""100""","""100""","""91""","""Impeccable renovation meets ideal Greenwich Village location Welcome home to apartment 7G at the Lawrence House. This beautiful and oversized one bedroom home recently underwent a thoughtful renovation and is turn-key ready. Enter into the gracious foyer that seamlessly merges with the living/dining room allowing for almost 30ft of space for your needs. In this area you can easily fit a home office as well. At the end of the living room, you will find a full wall of windows allowing for fantastic Eastern sunlight and charming Greenwich Village views. The modern kitchen features custom cabinets and stainless steel back splash, complementing the Liebherr refrigerator, five burner Bosch stove, microwave, and dishwasher. A large window offers natural light and air flow. The bedroom can easily fit a king sized bed and has an abundance of closet space. With 7 closets in the home, and a window in every room, this is truly the perfect home for the discerning buyer. The Lawrence House is a post-war, full service, pet friendly, and exceptionally well-run co-op. There is a 24-hour doorman, live-in superintendent, central laundry room, storage lockers, bicycle storage, and community room. It also features one of the most breathtaking roof decks with gorgeous landscaping and panoramic views. Located in the heart of Greenwich village you are in close proximity to amazing restaurants and bars like Don Angie, Michelin-star rated Kosaka, Corkbuzz, and Loring Place as well as transit hubs, museums, and shopping.""",https://www.redfin.com/NY/New-York/79-W-12th-St-10011/home/105887291
312,"""Unit at 573 Gates Ave""","""$519,000""","""1Bed""","""1Bath""",NA,"""Brooklyn,NY""","""Condo/Co-op""",NA,—,"""91""","""100""","""79""","""A brand new boutique condominium nestled in the heart of Bedford-Stuyvesant; Golden Gates Condos are exemplar of contemporary Brooklyn living. The building at 573 Gates Avenue blends a number of modern Italian-design themes with traditional brownstone charm, and it offers 8 chic units in Studio, 1BR, and 2BR configurations. It has a stunning brownstone facade that blends tastefully with the character inherent in the neighborhood, as well as a common rooftop deck, rear garden, a common laundry, and it sits just 3 short blocks (4min walk) from Herbert Von King Park. Each unit within Golden Gates Condos was designed to maximize space and natural light. Residence 4F welcomes you upon entry with a beautiful eat-in kitchen, equipped with sleek white-marbled quartz countertops, matching backsplashes, a waterfall peninsula, matte gold fixtures, custom cabinets, recessed lighting above and under the cabinets and high-end stainless steel appliances from Bosch and Blomberg. The open concept layout is complemented by 10 ft ceiling heights and gorgeous wide plank white oak floors throughout. A king-sized bedroom has a large reach-in closet, and the pristine bathroom is complete with Porcelanosa tiles, Delta fixtures and a glass enclosed shower. Additional features of this south facing unit include central heating and cooling, a video intercom system, recessed lighting throughout and oversized double-insulated thermal-efficient sash windows. Golden Gates Condos are just steps from dozens of trendy restaurants, craft cocktail bars, cafes, and shops that line Halsey Street, Marcus Garvey Boulevard, and Tompkins and Dekalb Avenues. Local favorites include Sincerely Tommy, Peaches HotHouse, Bed-Vyne Cocktail, Stone Fruit, Lovers Rock, LunAtico, Speedy Romeo, BKLYN Blend, Glorietta Baldy, Clementine Bakery, and Brooklyn Beso. Bounded by the energy of a diverse community, Golden Gates Condos are close to Kosciuszko Pool, Herbert Von King Park, and several neighborhood playgrounds and community gardens. Nearby subway lines include the A/C/G at Fulton Street and Lafayette Avenue. Pets are welcome. This is not an offering. The complete offering terms are in an offering plan available from the File No. CD19-0227""",https://www.redfin.com/NY/Brooklyn/573-Gates-Ave-11221/home/173635654
313,"""Unit at 5800 Arlington Ave""","""$685,000""","""3Beds""","""2Baths""",NA,"""Bronx,NY""","""Condo/Co-op""",NA,—,"""86""",NA,"""31""","""ALL OPEN HOUSES ARE BY APPOINTMENT ONLYLuxurious! That's the only word to describe this modern, three bedroom, two bath home. Redesigned and recently renovated, the details in the craftsmanship are not to be missed. The fireplace is the perfect accent to this modern home. There are wood floors and custom crown molding throughout. The windowed kitchen features gray cabinetry, under cabinet lighting, and quartz countertops. The master suite has been redesigned to feature an expanded ensuite bathroom with a separate vanity area and walk in closet. Both bathrooms have heated floors, custom lighting and floor to ceiling tiles. Apartments with these high end details rarely become available so don't miss your chance to own in Riverdale's most prestigious co-op. Skyview on the Hudson is a full-service complex with resort like amenities including 24 hour doorman, large high end gym where trainers, massage therapists and classes are offered, Olympic size pool, kiddie pool, shuttle service, tennis and basketball courts, playground, and dog park ALL included in monthly maintenance. 1 dog per apartment and $70 cable/internet fee.""",https://www.redfin.com/NY/The-Bronx/5800-Arlington-Ave-10471/home/75340723
314,"""Unit at 364 Harman St""","""$555,000""","""1Bed""","""1Bath""",NA,"""Brooklyn,NY""","""Condo/Co-op""",NA,—,"""99""","""98""","""88""","""* Sponsor offering to pay one year of taxes on offer at asking price! *   Welcome to 364 Harman, a sophisticated, amenity rich 16-unit condominium located in central Bushwick. Offering Studio, 1-bedroom and 2-bedroom apartments in a variety of layouts, the dynamically designed units display high ceilings, beautiful oak floors and oversized windows. Other amenities at 364 Harman include a fitness center, a furnished rooftop with city views, common bike storage and oversized elevator. Parking is available for additional purchase. Apartment 4C is a beautifully laid-out 574 sq ft 1-bedroom, 1-bathroom unit. With warm, light oak floors throughout, the open kitchen boasts a center island with quartz stone countertops surrounded by cabinetry with elegantly lacquered finishes. The stainless steel LG refrigerator accompanies a suite of Whirlpool appliances: dishwasher, gas range and microwave. The apartment comes with ample closet space and an abundance of northwestern sunlight highlighting the sweeping high ceilings. The oversized bathroom, with Grohe fixtures and towel rack is tastefully designed, giving a spa-like feel, highlighted by Edison lights. The apartment includes a built in bluetooth speaker system, Mitsubishi air conditioners for heating and cooling and washer/dryer hook ups next to a 48 gal water heater. Enjoy the stillness and peace this unit provides with double pane, Anderson 200 Series windows. Located between Wyckoff and Irving Avenues, residents are central to the art and caf culture that Bushwick is known for. Restaurants abounding, choose from the multitude of different world cuisines, bars and breweries - all nearby. The Bushwick Farmers Market meets in Maria Hernandez Park, within minutes from your doorstep. Two train stations are conveniently equidistant and close by: the L train at DeKalb Ave and M train at Knickerbocker Ave. Please contact the sales team for more information or to schedule a private appointment. The complete terms are in an offering plan available from the Sponsor File No. CD 190123. Equal Housing Opportunity. Taxes reflect condominium tax abatement which is eligible for primary residence.""",https://www.redfin.com/NY/Brooklyn/364-Harman-St-11237/home/173635646
315,"""18-12 169th St S Unit 3-169""","""$295,000""","""2Beds""","""1Bath""","""$294,381""","""Whitestone,NY""","""Condo/Co-op""",NA,—,"""74""","""44""","""67""","""Move right in to this clean, spacious and well maintained 1st floor unit!  Large Living Room/Dining Area - Updated Bathroom - Gorgeous Hardwood Floors - Great closet space - Washer/Dryer in unit - Newer Refrigerator and Dishwasher - Ceiling Fans - 1 Yr old AC in LR - Maintenance includes all utilities -   Parking Spots and Heated /Unheated Garage available by waitlist - Conveniently located to schools, shopping, public transportation - Don't miss out on this GREAT opportunity!""",https://www.redfin.com/NY/Queens/1812-169th-St-11357/unit-3169/home/68095186
316,"""117-01 Park Lane South Unit B2N""","""$349,000""","""2Beds""","""1Bath""","""$347,190""","""Kew Gardens,NY""","""Condo/Co-op""",NA,—,"""90""","""96""","""51""","""Very Large Junior 4 in Building B Which Overlooks the Gorgeous Forest Park. The Second Floor Apartment is Bright and Airy with Captivating Park Views. The Apt.is  in Original Condition and can be Updated to Suit Your Taste. Hampton Court Consists of Four Georgian Style Buildings Placed in a Large and Beautiful courtyard. The Property is known for its Well-kept buildings, Landscaping Design, and Round the Clock Security.""",https://www.redfin.com/NY/Richmond-Hill/11701-Park-Ln-S-11418/unit-B2N/home/20655012
317,"""Unit at 1020 Grand Concourse""","""$1,000,000""","""4Beds""","""3Baths""",NA,"""Bronx,NY""","""Condo/Co-op""",NA,—,"""97""",NA,"""74""","""Nothing comes close to this thrilling opportunity! Easily combine units 8O and 8N at famed Executive Towers and own one of the largest apartments on the Grand Concourse. Completely renovated with luxurious finishes and thoughtful details, each unit is a spacious two bedroom home that together can accommodate four or five bedrooms, three or four bathrooms, living room, dining room, office spaces--whatever your heart desires. And the crown jewel is the combined, double balcony that extends this grand home westward to meet the setting sun. Executive Towers is a true luxury building designed by master architect Philip Birnbaum with picture windows, central air conditioning, rock-solid concrete construction, and the most gracious layouts on the Grand Concourse. The crown jewel of the Historic District provides amenities like no other building: a 24-hour doorman, live-in super, 7 day a week porters, four new elevators, attached garage (with residents-only assigned parking), bike storage, on-site dry cleaning service, two 24-hour laundry rooms, and coming soon a fully-renovated lobby and fitness center. Exterior renovations are almost completed and will feature brand-new, sleek modern glass balcony railings. Maintenance includes gas and electricity. Small dogs welcome.""",https://www.redfin.com/NY/Bronx/1020-Grand-Concourse-10452/home/173635201
318,"""Unit at 253 Tompkins Ave""","""$955,000""","""1Bed""","""2Baths""",NA,"""Brooklyn,NY""","""Condo/Co-op""",NA,—,"""91""","""93""","""84""","""Welcome to 253 Tompkins Avenue #1B - This One Bedroom, One and a Half Bath Duplex condominium with Private Backyard is located in the heart of Bedford Stuyvesant across the street from Herbert Von King Park, and features an open plan layout with stunning park views.  Enter into the open plan kitchen offering custom German millwork with soft close drawers and push-to-open functionality. The premium appliance package includes a Bosch cooktop, oven and dishwasher, and a Fisher  &  Paykel refrigerator. Caesarstone countertops, and quartz backsplash in white compliment a sophisticated matte grey, and walnut design scheme. Off the living room is your 500 sq ft private backyard, perfect for dining al fresco.  With ample closet space, the master bedroom can easily accommodate a king sized bedroom set with plenty of room to spare. The upstairs bathroom features floor-to-ceiling tilework, including an Italian porcelain shower accent wall and matte black porcelain tile floors, as well as a silver grey vanity, wall mount toilet and hardware by Delta and Hansgrohe.  Head downstairs to the 600 sq ft den, which can be used as a media room, play space, home office, or your own custom designed work out room. Additional features of the home include an in-unit Washer and Dryer, central heating and cooling, wide plank white oak flooring, and a video intercom system.  253 Tompkins Avenue is located in the heart of Bedford Stuyvesant recently named one of the Top Five Coolest Neighborhoods in the World by Time Out. Convenient to many of the neighborhoods popular restaurants, craft cocktail bars, eclectic boutiques, and such beloved eateries as Peaches HotHouse, and neighborhood favorites like Sincerely Tommy, Samurai Papa, and Little Roy Coffee Co. Life at 253 Tompkins Avenue #1B will put you right at the center of one of Brooklyns most charming, and popular destinations.""",https://www.redfin.com/NY/Brooklyn/253-Tompkins-Ave-11216/home/173635200
319,"""Unit at 200 Riverside Blvd""","""$960,000""","""1Bed""","""1.5Baths""",NA,"""New York,NY""","""Condo/Co-op""","""871""","""46""","""94""","""100""","""68""","""Apt. 311 is a spacious, sunny 1Bed/1.5Bath home with brand new Khrs, Oak Muse floors throughout. A gracious entry foyer, leads to open living space with separate dining area and pass-through kitchen. Other features: large entry foyer closet, bedroom with en suite bathroom, large south facing windows and guest bathroom with W/ D. The layout lends itself extremely well to the creation of a home office and or baby's room. Building's amenities are impeccable with a 50 foot swimming pool, health club, steam room, massage rooms, bike room and a garage. 200 Riverside Blvd. is a full service building with 24 hour doorman/concierge and conveniently located on the Upper West Side, close to Riverside Park with its bike and jogging paths and recent addition of Riverside Park South. Also, close to Lincoln Center and public transportation ? subway and buses. Pet friendly building!""",https://www.redfin.com/NY/New-York/200-Riverside-Blvd-10069/home/45271204
320,"""Unit at 11 Monroe Pl""","""$1,650,000""","""2Beds""","""2Baths""",NA,"""Brooklyn,NY""","""Condo/Co-op""",NA,—,"""99""","""100""","""90""","""Bright, Spacious and Sunny is how I would describe this 2 Bedroom 2 Bath floor-thru apartment on a quiet one block tree lined ""Place Street"" . Apartment #4 has lots of windows, a wood burning fireplace, a large living room, spacious master bedroom and bath, a large second bedroom and bath and lots of closets. There is a washer dryer in the apartment. 11 Monroe is close to all trains, Montague Street shopping, and just a block away from the 2. 3, 4, 5 and A, C, &  R trains. Call for an appointment to see this great apartment""",https://www.redfin.com/NY/Brooklyn/11-Monroe-Pl-11201/home/173635192
321,"""Unit at 440 W End Ave""","""$1,195,000""","""2Beds""","""2Baths""",NA,"""New York,NY""","""Condo/Co-op""",NA,—,"""98""","""100""","""84""","""440 WEA, 8E  Gracious Oasis! Ensconced in one of the best microneighborhoods within the Upper West Side, this impeccably-located and beautifully-scaled and renovated Two Bedroom apartment awaits!    Immediately off the elegant foyer, the kitchen is a renovated treat sure to satisfy even the most discerning epicure. Offering ample counter space and cabinetry, high-end appliances, separate wine refrigerator, and a simple aesthetic, the space is sure to inspire your culinary masterpiece. Beyond the foyer sits a large Living/Dining Room with pristine herringbone floors, soaring ceilings, and wonderfully-restored detail  A simply lovely room offering a refuge from the city below. Off the public spaces one finds two private oversized bedrooms lit with soft northern light from open sky views  each bedroom featuring copious and fantastically outfitted closet space. The bedrooms lie on either side of a meticulously renovated luxurious bathroom. The apartments soothing color palate, in conjunction with all the extras (a convenient half bath and washer and dryer), provide the proverbial cherry on top!  440 West End Ave is a full-service building complete with doorman, roof-deck, bike room and storage. All of the locations amenities  Riverside park, gourmet grocers, and sophisticated eateries  are a mere stones throw from the front door. This is a Co-Exclusive with The Millstein Group""",https://www.redfin.com/NY/New-York/440-W-End-Ave-10024/home/45179142
322,"""5206 Junction Blvd""","""$988,000""","""5Beds""","""3Baths""","""$982,335""","""Elmhurst,NY""","""Multi-Family (2-4 Unit)""","""1,696""","""2.75""","""93""","""97""","""74""","""Elmhurst legal 1-family house with 5 bedrooms and 3 baths. Paved backlot with detached garage. Located near retail stores and dining on Corona Ave and Queens Blvd/Elmhurst/Rego Park shopping malls. Q-58 & Q-72 bus stops to Flushing, #7/M/R train stations. Excellent rent generating property.""",https://www.redfin.com/NY/Flushing/52-06-Junction-Blvd-11373/home/20919329
323,"""9601 Farragut Rd""","""$700,000""","""3Beds""","""2Baths""","""$694,846""","""Brooklyn,NY""","""Multi-Family (2-4 Unit)""",NA,—,"""87""","""93""","""52""","""THIS ELEGANT CORNER PROPERTY HAS THE ADDED BENEFIT OF HAVING A FULLY DETACHED GARAGE. iT FEATURES 3 BEDROOMS, 3 FULL BATH, 2 EAT-INS KITCHENS AND A FULL BASEMENT WALKING DISTANCE TO TRANSPORTATIONS.""",https://www.redfin.com/NY/Brooklyn/9601-Farragut-Rd-11236/home/145177878
